purpose,isjointapplication,loanamount,interestrate,monthlypayment,grade,residentialstate,homeownership,annualincome,incomeverified,dtiratio,lengthcredithistory,numtotalcreditlines,numopencreditlines,numopencreditlines1year,revolvingbalance,revolvingutilizationrate,numderogatoryrec,numdelinquency2years,numchargeoff1year,numinquiries6mon,loan_year,loan_month,loan_dayofweek,term_months,default_flag
homeimprovement,0.0,13668.0,6.35,266,A2,MS,mortgage,58275,0,23.98,24,16,14.0,9,20884,62.22,0,0,0,0,2014,11,5,60.0,0
debtconsolidation,1.0,18127.0,9.24,578,A1,SD,own,55877,1,13.22,6,18,9.0,3,16264,67.37,1,4,4,1,2016,5,6,36.0,0
debtconsolidation,0.0,18032.0,14.96,429,C3,CA,rent,53272,1,24.8,4,14,10.0,10,16680,88.54,0,0,0,5,2014,11,6,60.0,0
debtconsolidation,0.0,20600.0,7.0,414,B2,KY,mortgage,58513,1,15.0,40,18,11.0,9,16170,70.17,0,0,0,0,2015,1,1,48.0,0
debtconsolidation,0.0,23879.0,7.61,579,D3,RI,mortgage,56638,1,22.62,8,12,10.0,9,9345,86.1,0,0,0,2,2015,10,0,48.0,1
debtconsolidation,0.0,17771.0,7.4,552,A2,DC,own,55424,0,7.09,21,20,20.0,18,12233,78.03,0,0,0,13,2014,6,4,36.0,0
business,0.0,20365.0,5.78,392,B2,CA,own,53707,1,16.01,23,18,13.0,10,15965,44.21,0,0,0,0,2014,10,0,60.0,0
debtconsolidation,0.0,20086.0,7.95,407,B2,FL,mortgage,51892,1,21.87,6,12,7.0,3,14952,99.34,9,0,0,2,2016,6,5,60.0,0
business,0.0,20216.0,16.02,711,A2,MI,own,60043,1,26.08,14,24,21.0,13,18777,44.9,0,9,5,0,2014,12,6,36.0,0
debtconsolidation,0.0,23416.0,14.45,805,D3,RI,mortgage,48578,1,21.99,16,16,12.0,8,13090,52.52,0,0,0,0,2014,8,5,36.0,1
debtconsolidation,1.0,14247.0,6.57,437,A1,CO,own,55406,1,14.02,2,12,7.0,3,21866,60.07,0,0,0,0,2014,8,1,36.0,0
debtconsolidation,0.0,22562.0,9.85,726,D1,CO,mortgage,54250,1,13.59,4,21,16.0,14,14121,52.82,0,0,0,0,2014,6,0,36.0,0
debtconsolidation,0.0,13154.0,15.96,462,C3,MO,own,54678,0,20.62,10,24,17.0,7,14487,73.27,0,0,0,1,2015,1,0,36.0,0
debtconsolidation,0.0,24726.0,10.0,525,B1,SC,rent,51168,1,24.22,12,14,11.0,4,17851,67.0,0,1,1,2,2014,12,0,60.0,0
debtconsolidation,0.0,19282.0,11.22,500,A1,ID,own,52382,1,18.89,11,19,12.0,5,14821,54.07,2,0,0,0,2015,11,6,48.0,0
debtconsolidation,0.0,20552.0,8.92,426,B2,IN,own,53866,0,23.26,1,17,10.0,10,14158,66.51,0,0,0,1,2014,10,2,60.0,0
debtconsolidation,0.0,19189.0,14.27,449,C2,CO,mortgage,55119,0,17.85,9,14,13.0,4,14302,78.0,0,0,0,1,2016,2,4,60.0,0
debtconsolidation,0.0,18949.0,8.38,388,B2,MI,own,57497,0,22.28,4,15,9.0,9,16875,71.38,0,0,0,1,2014,7,4,60.0,0
homeimprovement,0.0,18269.0,17.18,456,D2,FL,mortgage,51433,1,22.19,19,12,6.0,4,10749,70.94,0,3,2,2,2016,6,6,60.0,1
debtconsolidation,0.0,13028.0,10.18,278,D2,AR,rent,52315,1,14.97,16,4,3.0,1,15076,66.28,0,0,0,2,2014,12,4,60.0,0
debtconsolidation,0.0,26139.0,10.68,564,B1,FL,mortgage,56336,1,19.88,9,9,6.0,4,12824,70.19,0,0,0,0,2014,7,3,60.0,0
debtconsolidation,0.0,18950.0,9.36,475,C1,SD,own,49138,1,19.77,6,17,10.0,7,14242,56.32,0,0,0,0,2015,11,4,48.0,0
homeimprovement,1.0,23133.0,21.18,628,B3,MO,rent,54385,0,22.06,6,9,6.0,3,14818,59.0,0,0,0,0,2015,2,0,60.0,0
debtconsolidation,0.0,21616.0,11.52,476,D1,CA,own,55058,1,15.82,5,14,8.0,6,14022,59.98,0,0,0,1,2014,9,4,60.0,0
other,0.0,15914.0,9.77,336,A2,OH,own,52555,1,17.75,10,16,11.0,5,15962,57.52,0,0,0,15,2015,5,2,60.0,0
debtconsolidation,0.0,13515.0,14.08,370,A1,OH,rent,57654,0,16.58,9,22,14.0,9,18553,53.43,0,8,6,0,2015,6,0,48.0,0
debtconsolidation,0.0,19948.0,8.39,408,B3,PA,rent,58062,1,18.79,2,15,15.0,12,11649,98.73,0,0,0,0,2016,2,5,60.0,0
debtconsolidation,0.0,18441.0,12.88,620,B3,KY,own,57845,1,21.05,3,15,8.0,7,17070,78.87,0,0,0,0,2016,4,1,36.0,0
debtconsolidation,0.0,30207.0,14.02,703,A1,DC,rent,52581,1,12.58,20,19,16.0,7,16035,76.53,0,0,0,1,2015,4,5,60.0,0
debtconsolidation,0.0,22212.0,21.22,690,C1,NY,own,54336,1,23.5,2,10,6.0,4,12966,84.28,0,0,0,1,2014,10,6,48.0,1
debtconsolidation,1.0,8072.0,7.7,252,B1,SD,own,60379,1,9.57,7,17,13.0,11,14249,61.61,1,0,0,2,2016,2,5,36.0,0
debtconsolidation,0.0,17789.0,7.68,555,E1,NM,mortgage,60223,1,11.69,8,9,5.0,2,12852,51.22,0,0,0,1,2015,10,5,36.0,0
debtconsolidation,0.0,12656.0,8.8,314,D1,IN,mortgage,54372,1,10.78,6,15,13.0,9,17708,100.0,5,0,0,0,2015,12,2,48.0,0
debtconsolidation,0.0,31385.0,12.59,708,E3,IL,rent,55332,0,11.6,3,13,9.0,7,16444,53.1,0,0,0,1,2016,5,0,60.0,1
debtconsolidation,0.0,21003.0,6.8,414,B3,AZ,own,52972,0,12.95,12,9,5.0,5,18227,94.71,0,1,1,0,2016,6,0,60.0,0
debtconsolidation,0.0,16875.0,18.3,431,C2,IN,mortgage,52933,1,19.04,7,8,6.0,3,12713,87.13,0,0,0,0,2014,10,2,60.0,0
debtconsolidation,0.0,24932.0,11.6,652,E3,MN,own,57963,1,10.58,25,19,15.0,10,12018,65.32,0,0,0,0,2015,4,1,48.0,0
debtconsolidation,0.0,17478.0,5.86,531,C3,NY,mortgage,53595,1,12.92,39,18,9.0,5,18072,66.19,0,8,4,1,2014,5,0,36.0,0
debtconsolidation,1.0,23909.0,9.56,503,A3,CA,rent,58882,1,22.89,16,20,15.0,6,15104,71.61,0,0,0,0,2015,2,6,60.0,0
debtconsolidation,0.0,21645.0,4.47,403,A1,IN,mortgage,53794,0,21.16,7,20,17.0,15,13352,48.63,0,1,1,0,2015,5,1,60.0,0
debtconsolidation,0.0,16783.0,7.33,521,C2,IA,mortgage,53181,1,23.54,4,10,9.0,6,12117,57.96,0,0,0,0,2014,6,4,36.0,0
debtconsolidation,0.0,17443.0,8.72,360,C3,KY,mortgage,55398,1,18.11,1,14,13.0,10,16270,29.63,0,4,3,17,2015,9,2,60.0,0
debtconsolidation,1.0,24627.0,14.74,583,B1,NY,own,58959,1,15.65,32,19,17.0,11,15841,63.72,0,0,0,1,2015,1,2,60.0,0
debtconsolidation,0.0,25096.0,5.08,475,C1,MT,own,56857,1,20.45,8,15,11.0,11,16766,59.87,0,0,0,0,2015,5,2,60.0,0
debtconsolidation,0.0,34179.0,13.05,1152,B2,WY,rent,58432,1,17.48,24,16,12.0,6,12710,44.51,0,0,0,0,2015,6,3,36.0,0
debtconsolidation,0.0,21003.0,10.12,679,A1,VT,own,55472,0,9.65,1,20,13.0,8,19380,79.12,0,2,1,0,2015,5,2,36.0,0
homeimprovement,0.0,17214.0,17.75,435,A1,FL,mortgage,51536,1,19.48,1,17,14.0,11,16036,85.09,0,0,0,0,2015,6,0,60.0,0
other,0.0,20423.0,11.62,450,B2,AL,rent,53607,0,15.75,3,8,6.0,6,16076,92.09,0,0,0,0,2016,3,4,60.0,0
debtconsolidation,0.0,19516.0,9.45,409,B2,WI,own,58198,1,15.4,21,20,15.0,11,13307,84.3,0,1,1,0,2015,6,2,60.0,0
debtconsolidation,0.0,18176.0,10.97,395,C2,GA,own,59725,1,20.11,10,13,10.0,6,12980,65.19,0,0,0,2,2014,9,0,60.0,0
debtconsolidation,0.0,14884.0,24.73,590,B2,WA,rent,52303,1,9.96,3,17,14.0,9,14584,60.82,0,0,0,0,2015,4,2,36.0,1
debtconsolidation,0.0,20359.0,14.84,565,A2,NY,mortgage,52320,1,8.99,13,10,5.0,5,15197,51.58,0,0,0,0,2015,8,0,48.0,0
debtconsolidation,0.0,23424.0,15.21,654,C1,CA,own,56435,1,12.5,3,15,15.0,8,11157,70.21,0,0,0,0,2015,12,0,48.0,0
debtconsolidation,0.0,16146.0,14.73,382,A2,MD,own,55799,1,20.38,25,24,19.0,8,14775,44.08,0,0,0,1,2014,5,5,60.0,0
debtconsolidation,0.0,22855.0,4.13,676,A1,FL,mortgage,51114,1,21.8,10,19,12.0,5,14543,66.12,0,0,0,0,2015,7,4,36.0,0
debtconsolidation,0.0,17209.0,17.59,502,A1,NM,rent,53044,0,25.15,7,10,5.0,5,15361,59.77,0,0,0,3,2015,4,6,48.0,0
debtconsolidation,0.0,29795.0,9.28,951,B3,NY,mortgage,57676,0,19.67,1,13,13.0,10,14430,63.61,0,0,0,2,2016,5,5,36.0,0
debtconsolidation,0.0,18617.0,20.07,567,A2,CA,own,54338,1,22.47,10,11,9.0,8,14676,71.15,0,2,2,1,2015,2,1,48.0,0
debtconsolidation,0.0,22773.0,13.89,777,C1,FL,own,48452,1,20.22,3,25,24.0,17,12443,83.79,0,0,0,1,2015,12,4,36.0,1
debtconsolidation,0.0,16208.0,14.62,559,C3,LA,mortgage,51648,1,23.37,12,15,13.0,9,13846,47.16,0,16,16,1,2014,12,1,36.0,0
debtconsolidation,0.0,21161.0,12.01,471,A2,AR,rent,51965,1,18.3,10,17,12.0,6,15496,94.76,0,0,0,10,2014,7,6,60.0,0
debtconsolidation,0.0,29549.0,10.33,958,A2,NJ,own,54785,1,8.76,2,14,13.0,7,15437,80.17,0,0,0,1,2014,6,4,36.0,0
debtconsolidation,0.0,23523.0,8.12,738,B1,FL,own,57237,1,12.7,20,21,15.0,6,17855,82.29,0,0,0,0,2015,4,5,36.0,0
debtconsolidation,0.0,18248.0,8.9,453,B3,OH,mortgage,50971,0,14.19,36,17,15.0,6,12395,73.3,0,3,3,1,2014,7,6,48.0,0
homeimprovement,0.0,16169.0,17.03,402,C2,IL,rent,57091,1,21.02,4,12,7.0,4,12566,90.29,0,0,0,0,2015,12,0,60.0,0
debtconsolidation,0.0,27422.0,8.05,670,A1,MN,own,54993,1,18.95,1,19,13.0,9,17240,41.39,0,8,7,0,2016,2,6,48.0,0
debtconsolidation,0.0,19973.0,13.36,676,A3,NH,own,54624,0,25.7,37,12,11.0,11,18426,93.53,0,18,15,0,2014,9,5,36.0,0
debtconsolidation,0.0,11475.0,11.19,377,E2,MI,own,57778,1,17.67,6,14,12.0,10,19223,77.67,0,0,0,0,2015,1,1,36.0,0
debtconsolidation,0.0,18118.0,16.01,637,B2,AR,own,54822,1,22.93,1,10,5.0,5,17333,37.71,0,0,0,0,2014,6,3,36.0,0
debtconsolidation,0.0,24420.0,11.1,801,B1,DE,rent,51177,0,13.68,20,7,4.0,2,15529,74.1,0,12,6,0,2016,2,0,36.0,0
debtconsolidation,0.0,19633.0,10.39,421,A2,CO,rent,53656,1,9.43,4,7,5.0,2,11829,86.51,0,0,0,0,2014,10,3,60.0,0
debtconsolidation,0.0,14665.0,8.7,363,D3,NV,own,51813,1,22.17,37,20,12.0,5,15141,72.95,0,0,0,0,2016,5,1,48.0,0
debtconsolidation,0.0,19263.0,5.25,579,C1,IL,rent,56693,0,17.54,1,21,16.0,7,18062,59.22,0,0,0,0,2015,5,4,36.0,0
debtconsolidation,0.0,17764.0,15.43,498,B3,NJ,rent,52542,0,12.01,12,13,9.0,5,14156,47.1,0,0,0,0,2015,6,6,48.0,0
debtconsolidation,0.0,23218.0,5.5,701,A1,NY,own,56209,1,27.95,5,17,12.0,10,16945,88.44,0,0,0,0,2014,5,3,36.0,0
business,0.0,10530.0,11.28,346,B3,LA,rent,54907,1,19.08,1,18,17.0,12,15286,59.35,2,0,0,0,2014,7,3,36.0,0
debtconsolidation,0.0,29958.0,8.93,745,A1,ME,mortgage,52901,1,17.07,2,22,17.0,9,12273,63.31,0,0,0,0,2014,12,6,48.0,0
debtconsolidation,0.0,26919.0,14.05,921,E1,MN,rent,51035,1,28.66,3,15,13.0,11,15063,61.19,0,0,0,3,2015,10,0,36.0,1
debtconsolidation,0.0,17315.0,6.85,342,D2,DC,mortgage,55967,1,13.15,40,13,12.0,9,9644,46.33,0,0,0,0,2014,11,0,60.0,0
debtconsolidation,0.0,16937.0,7.66,411,A3,IA,own,58139,1,13.68,10,20,16.0,14,9054,40.08,13,0,0,0,2016,5,4,48.0,0
debtconsolidation,0.0,28664.0,15.89,695,E3,IN,rent,52335,1,24.32,5,10,6.0,3,17151,72.55,0,12,10,0,2015,12,0,60.0,1
debtconsolidation,0.0,19379.0,6.98,384,D1,IA,own,53911,0,24.12,29,12,10.0,7,16726,28.59,0,0,0,1,2015,8,5,60.0,0
debtconsolidation,0.0,22938.0,14.36,631,B2,VT,rent,51423,1,11.63,8,13,11.0,10,13053,47.9,2,0,0,3,2016,4,2,48.0,0
debtconsolidation,0.0,15207.0,13.34,515,B1,MD,own,54221,1,15.46,36,12,7.0,4,20966,77.35,6,0,0,0,2015,4,5,36.0,0
debtconsolidation,0.0,23690.0,9.05,590,A1,CA,mortgage,54999,0,20.34,31,17,16.0,6,15206,60.83,0,0,0,2,2014,10,2,48.0,0
debtconsolidation,1.0,23509.0,8.06,575,A3,DC,rent,56864,1,16.88,33,15,11.0,8,14958,56.89,0,0,0,0,2015,11,5,48.0,0
debtconsolidation,0.0,14196.0,7.66,443,C3,IA,rent,56514,1,20.49,35,16,8.0,5,15102,64.4,0,18,13,7,2016,4,1,36.0,0
debtconsolidation,0.0,19307.0,6.93,382,A1,WA,mortgage,54012,1,20.99,1,22,18.0,7,18304,68.55,0,0,0,1,2015,11,0,60.0,0
debtconsolidation,0.0,22955.0,7.93,560,A2,DC,own,57372,1,18.27,21,14,10.0,7,12073,74.8,0,4,2,0,2015,3,2,48.0,0
debtconsolidation,0.0,22382.0,12.65,597,C2,NH,rent,54428,1,19.05,27,7,5.0,2,14190,70.28,0,0,0,8,2015,1,3,48.0,0
debtconsolidation,0.0,20281.0,10.58,437,A1,NC,own,52412,0,23.31,1,19,17.0,14,18568,71.24,0,0,0,0,2015,12,5,60.0,0
debtconsolidation,0.0,21555.0,10.48,552,E3,VT,rent,56584,0,17.35,4,18,10.0,5,13110,75.76,0,4,2,0,2015,4,5,48.0,0
business,0.0,17326.0,7.67,420,C2,IL,mortgage,50460,0,25.29,9,12,12.0,10,16251,82.7,1,1,1,1,2016,5,2,48.0,1
other,0.0,24143.0,8.15,758,B3,MI,rent,53947,1,18.34,36,16,14.0,13,16017,64.46,0,0,0,3,2016,4,0,36.0,0
debtconsolidation,0.0,20414.0,10.97,444,B2,UT,rent,50266,1,26.61,1,13,13.0,10,14528,51.51,0,1,1,0,2015,10,0,60.0,0
homeimprovement,0.0,20564.0,25.43,822,E1,GA,mortgage,53159,1,20.59,23,19,12.0,10,15708,50.23,0,0,0,0,2015,3,0,36.0,1
debtconsolidation,0.0,27130.0,18.08,690,C3,DC,rent,55117,0,24.67,10,6,3.0,2,19878,51.7,0,6,4,1,2014,11,6,60.0,0
debtconsolidation,0.0,22479.0,8.33,708,A3,NY,own,53823,1,30.26,5,25,23.0,20,13908,60.3,1,0,0,1,2014,8,6,36.0,0
debtconsolidation,0.0,24203.0,9.82,779,C1,CA,mortgage,46781,1,12.77,29,13,8.0,4,18738,66.5,0,15,13,3,2014,9,5,36.0,0
debtconsolidation,1.0,14404.0,12.39,382,A1,KS,mortgage,58454,1,7.63,10,18,17.0,17,12806,69.47,1,0,0,2,2015,10,2,48.0,0
debtconsolidation,0.0,14799.0,11.31,487,B1,MO,mortgage,56252,0,16.62,5,18,12.0,7,13898,73.34,0,3,2,0,2014,12,2,36.0,0
debtconsolidation,0.0,19239.0,16.02,677,A3,UT,own,55083,1,15.4,3,18,18.0,15,19627,68.4,0,1,1,3,2015,5,5,36.0,0
homeimprovement,0.0,22524.0,9.88,477,C2,GA,own,53828,0,23.36,21,10,6.0,2,16279,74.29,0,0,0,0,2014,8,4,60.0,0
debtconsolidation,0.0,15828.0,8.13,322,B1,FL,own,58571,0,19.43,23,14,10.0,9,15581,59.29,0,0,0,0,2015,1,3,60.0,0
debtconsolidation,0.0,12457.0,13.93,340,B1,NH,own,55620,0,7.49,6,14,13.0,8,15476,72.8,0,13,10,0,2015,12,6,48.0,0
business,0.0,23444.0,10.73,603,A1,MT,own,55500,1,7.03,2,14,13.0,13,19325,55.99,0,0,0,0,2015,12,1,48.0,0
homeimprovement,0.0,16106.0,14.68,446,A3,KY,mortgage,52096,0,22.29,8,7,4.0,2,13396,56.86,0,0,0,0,2015,3,6,48.0,0
debtconsolidation,0.0,22072.0,5.47,666,A3,MN,rent,53446,0,25.63,4,12,11.0,5,17900,72.36,0,0,0,0,2016,1,6,36.0,0
debtconsolidation,0.0,21413.0,6.74,659,C3,CA,rent,48608,1,14.52,4,14,13.0,13,11732,66.19,0,3,3,1,2015,8,6,36.0,0
business,0.0,25144.0,8.4,619,A3,NY,rent,49928,1,13.34,30,13,11.0,7,15701,67.56,0,0,0,0,2016,1,0,48.0,0
debtconsolidation,0.0,21295.0,12.82,483,C1,KS,rent,51429,1,17.46,17,19,14.0,9,14962,61.37,0,0,0,3,2014,10,4,60.0,0
homeimprovement,0.0,21913.0,10.08,466,C3,MO,rent,58167,0,12.14,6,13,11.0,5,13342,60.1,0,0,0,3,2015,12,2,60.0,0
debtconsolidation,0.0,13477.0,12.94,454,C1,GA,own,54327,1,12.88,2,22,14.0,10,12671,60.87,0,0,0,0,2015,5,5,48.0,0
business,0.0,10932.0,6.5,335,B3,MA,own,59273,0,17.14,9,16,13.0,8,13893,63.99,0,0,0,0,2014,12,5,36.0,0
homeimprovement,0.0,22708.0,7.89,553,A3,NM,own,55411,1,17.6,9,19,13.0,5,10347,46.97,0,2,1,1,2015,8,6,48.0,0
debtconsolidation,0.0,21343.0,7.39,663,A2,NM,mortgage,56843,1,23.48,10,17,11.0,8,14587,67.42,1,0,0,0,2015,6,2,36.0,0
homeimprovement,0.0,18839.0,11.22,619,E1,DC,mortgage,49356,1,23.73,11,13,7.0,4,16094,55.15,0,0,0,0,2014,5,6,36.0,0
debtconsolidation,0.0,18336.0,6.13,559,A1,DC,mortgage,54006,0,13.69,3,15,14.0,8,16400,83.43,0,0,0,0,2015,4,2,36.0,0
debtconsolidation,0.0,18604.0,7.78,581,B2,IL,own,55434,1,21.03,4,26,22.0,11,18551,73.83,0,0,0,1,2016,2,1,36.0,0
debtconsolidation,0.0,19869.0,9.38,416,A2,NM,mortgage,57095,1,15.31,3,11,7.0,5,20843,59.13,9,0,0,0,2015,8,5,60.0,0
debtconsolidation,0.0,25472.0,15.55,613,E2,IN,rent,47667,1,10.07,24,12,10.0,6,15464,69.34,0,0,0,6,2014,7,1,60.0,0
debtconsolidation,0.0,20959.0,7.57,653,B2,TX,mortgage,53246,0,24.29,4,9,7.0,2,13842,35.63,0,0,0,1,2014,10,6,36.0,0
homeimprovement,0.0,23716.0,9.46,759,A1,ID,mortgage,57572,1,17.09,6,14,13.0,4,12290,49.8,0,1,1,1,2016,3,2,36.0,0
debtconsolidation,0.0,22192.0,7.13,687,D1,DC,rent,54514,1,19.53,15,12,11.0,8,17938,78.5,1,0,0,0,2014,9,6,36.0,1
debtconsolidation,0.0,21065.0,11.58,464,B1,WA,mortgage,54324,0,18.45,7,20,18.0,9,14886,63.67,0,10,9,1,2016,3,3,60.0,0
debtconsolidation,0.0,26272.0,6.7,625,C2,CA,mortgage,52459,1,28.57,18,12,7.0,6,12830,47.96,0,0,0,0,2014,8,2,48.0,0
homeimprovement,0.0,12941.0,11.59,427,E3,ID,rent,52884,0,14.49,6,15,9.0,9,16889,64.43,0,0,0,0,2016,3,0,36.0,0
homeimprovement,0.0,13249.0,19.21,487,C2,MO,mortgage,55835,1,20.81,9,19,12.0,6,19423,59.66,1,14,8,19,2016,3,2,36.0,0
debtconsolidation,0.0,23424.0,16.05,664,A1,SD,own,53751,0,20.25,1,11,7.0,2,15162,72.49,0,0,0,0,2015,12,5,48.0,0
debtconsolidation,0.0,20600.0,9.48,447,A1,CA,own,54918,1,14.47,36,10,6.0,4,14143,68.96,0,0,0,0,2016,2,1,48.0,0
debtconsolidation,0.0,25153.0,12.76,672,C2,IL,own,55672,0,17.44,3,12,8.0,8,13510,79.41,0,1,1,0,2016,6,3,48.0,0
business,0.0,19420.0,9.28,486,C1,AZ,rent,54934,1,15.51,8,19,12.0,10,15789,70.11,0,8,8,1,2016,2,1,48.0,0
homeimprovement,0.0,29057.0,16.57,832,C1,IN,mortgage,51941,1,15.78,3,12,11.0,6,13199,90.69,0,0,0,0,2014,8,6,48.0,1
debtconsolidation,0.0,25580.0,15.86,620,C3,TX,mortgage,50991,1,13.18,11,13,9.0,5,14911,96.31,0,0,0,1,2015,5,0,60.0,1
business,1.0,20089.0,11.24,439,D1,TX,mortgage,50750,1,21.53,5,15,11.0,10,8742,57.79,10,17,15,0,2014,7,5,60.0,1
debtconsolidation,0.0,21078.0,13.5,485,C1,PA,mortgage,52551,1,18.48,22,15,13.0,6,18577,66.91,0,0,0,0,2014,10,6,60.0,0
debtconsolidation,0.0,15722.0,7.67,381,C2,IL,own,53990,0,18.08,3,13,10.0,5,13918,51.73,7,0,0,0,2014,10,5,48.0,0
debtconsolidation,0.0,21174.0,15.87,599,A2,ME,rent,55199,0,29.51,1,15,14.0,6,16539,43.24,0,0,0,0,2014,7,0,48.0,0
debtconsolidation,0.0,8676.0,12.86,292,C3,MS,mortgage,56928,1,16.64,13,16,13.0,5,18527,75.28,0,0,0,0,2014,10,3,36.0,0
debtconsolidation,0.0,8978.0,5.61,172,E2,NV,mortgage,55769,1,23.26,7,14,9.0,7,17438,75.39,0,3,2,0,2015,5,5,60.0,0
debtconsolidation,0.0,18210.0,9.96,587,E3,WA,mortgage,52716,1,11.37,4,14,8.0,8,14288,82.46,0,1,1,1,2015,2,4,36.0,1
debtconsolidation,0.0,16639.0,10.62,427,C2,ME,own,50692,1,14.62,7,18,15.0,12,18012,60.67,0,0,0,1,2014,10,1,48.0,0
debtconsolidation,0.0,26940.0,8.21,847,B3,CA,rent,52567,1,14.68,8,15,13.0,9,17209,63.6,0,0,0,2,2016,6,3,36.0,0
debtconsolidation,0.0,22963.0,8.49,725,E2,IA,own,54520,1,22.29,24,16,11.0,6,16575,51.81,0,0,0,0,2015,12,3,36.0,0
debtconsolidation,0.0,14211.0,14.76,491,B2,MT,mortgage,54393,1,21.58,7,15,9.0,7,17584,89.8,0,1,1,0,2015,3,5,36.0,0
debtconsolidation,0.0,21120.0,14.78,585,C2,NM,own,52440,0,19.2,8,13,9.0,7,15471,41.94,8,0,0,0,2016,2,6,48.0,0
homeimprovement,0.0,16004.0,16.33,565,C1,SD,own,54347,1,17.28,2,12,11.0,6,12645,70.78,1,0,0,1,2015,3,3,36.0,0
debtconsolidation,0.0,16476.0,7.98,516,C1,MD,own,57822,0,16.3,1,15,8.0,4,13795,85.65,0,0,0,0,2015,1,4,36.0,0
homeimprovement,0.0,20767.0,15.99,730,A2,IA,own,56817,1,16.8,3,16,15.0,9,15328,62.22,0,13,7,2,2015,2,1,36.0,0
debtconsolidation,0.0,20398.0,15.44,572,B1,TN,own,49435,0,17.03,1,17,13.0,11,13017,77.42,0,0,0,3,2015,11,6,48.0,0
debtconsolidation,1.0,25044.0,12.75,567,A3,CA,rent,48278,1,13.37,15,16,14.0,12,15360,60.7,0,0,0,7,2016,2,0,60.0,0
debtconsolidation,0.0,19954.0,13.26,675,E1,ME,mortgage,52206,1,15.14,6,23,15.0,8,14674,92.21,0,0,0,0,2015,10,5,36.0,1
debtconsolidation,0.0,21103.0,17.02,525,E3,VT,rent,50816,1,13.25,3,12,11.0,4,16263,77.08,0,0,0,1,2015,9,5,60.0,0
debtconsolidation,0.0,14960.0,11.31,328,E1,AR,mortgage,62131,0,14.26,5,18,12.0,10,16056,71.74,0,0,0,1,2015,9,2,60.0,0
debtconsolidation,0.0,20906.0,9.54,439,A1,CO,mortgage,54614,1,23.71,6,13,8.0,7,12798,58.12,0,0,0,0,2014,8,5,60.0,1
debtconsolidation,0.0,19121.0,13.96,522,B1,NY,rent,54429,1,22.96,40,24,16.0,9,19166,66.23,0,0,0,0,2014,10,3,48.0,0
healthcare,0.0,15472.0,6.08,300,D3,NM,rent,52184,0,23.1,3,16,14.0,14,10560,49.28,0,0,0,1,2015,3,1,60.0,1
business,0.0,15765.0,12.92,531,B3,OK,rent,50784,0,25.21,3,16,13.0,10,16204,66.89,0,8,4,0,2015,6,5,36.0,1
debtconsolidation,0.0,17667.0,13.49,478,D3,MS,own,55859,1,25.46,11,8,5.0,5,16379,66.57,1,0,0,0,2015,5,5,48.0,0
debtconsolidation,0.0,20719.0,7.32,413,B2,KY,rent,58509,0,9.88,4,14,11.0,7,13349,92.94,0,0,0,3,2015,2,1,60.0,0
debtconsolidation,0.0,19197.0,6.67,590,B1,NY,mortgage,50329,0,14.64,29,18,10.0,6,14984,64.83,0,0,0,0,2015,12,3,36.0,0
homeimprovement,1.0,19484.0,12.76,441,A2,NH,mortgage,53977,1,15.01,2,16,14.0,10,12624,50.19,0,0,0,1,2015,3,4,60.0,0
debtconsolidation,0.0,28587.0,6.92,683,D3,MT,own,57804,1,17.79,11,19,13.0,6,13646,71.41,0,0,0,0,2015,2,4,48.0,0
debtconsolidation,0.0,19747.0,12.57,526,A1,IA,own,50371,0,14.45,3,21,15.0,7,14607,62.45,0,0,0,0,2016,4,0,48.0,0
debtconsolidation,0.0,18316.0,8.79,378,A1,WA,own,47982,1,13.32,4,20,15.0,12,15832,44.99,0,0,0,1,2014,6,5,60.0,0
debtconsolidation,0.0,18997.0,29.57,679,E3,ID,own,53551,1,19.99,5,15,11.0,8,12798,47.64,0,0,0,0,2014,10,4,48.0,1
debtconsolidation,0.0,19694.0,13.49,668,B2,MN,rent,46596,1,10.55,2,16,15.0,13,16232,56.64,7,0,0,0,2014,7,0,36.0,0
debtconsolidation,0.0,18689.0,12.39,624,C1,MD,rent,54406,0,22.81,8,12,8.0,6,13603,65.13,5,0,0,1,2014,9,3,36.0,0
debtconsolidation,0.0,27402.0,12.84,733,B1,CA,rent,49252,1,22.49,4,16,13.0,11,11694,68.5,1,8,8,1,2015,1,5,48.0,1
debtconsolidation,0.0,19191.0,7.95,468,C2,KS,own,61354,1,15.1,5,19,17.0,14,16085,64.35,0,0,0,1,2015,11,3,48.0,0
business,0.0,13210.0,11.31,434,C3,UT,mortgage,46818,0,28.34,7,15,12.0,8,10534,75.52,0,0,0,2,2015,7,4,36.0,1
debtconsolidation,0.0,18747.0,9.3,392,A2,MD,own,55747,1,26.47,6,19,18.0,13,16840,31.96,0,14,11,1,2014,5,1,60.0,0
debtconsolidation,0.0,17260.0,14.52,476,A1,ID,rent,62612,1,10.38,5,21,17.0,11,21196,80.01,0,0,0,0,2016,3,2,48.0,0
other,0.0,24606.0,7.4,492,C1,DC,mortgage,51154,1,14.14,3,19,15.0,9,11385,84.12,1,0,0,0,2015,7,6,60.0,0
debtconsolidation,0.0,17546.0,12.27,393,E1,KS,own,63653,1,5.49,2,14,13.0,7,12032,63.92,0,0,0,13,2014,7,3,60.0,0
